Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,OddsHome,OddsDraw,OddsAway,Season,League,LeagueCode
02/10/2021,Hertha,Freiburg,1,2,A,12,9,3,4,2.9,3.4,2.4,2021-22,Bundesliga,D1
02/10/2021,Stuttgart,Hoffenheim,3,1,H,12,13,6,4,2.62,3.75,2.45,2021-22,Bundesliga,D1
02/10/2021,Wolfsburg,M'gladbach,1,3,A,10,19,5,11,2.1,3.6,3.4,2021-22,Bundesliga,D1
02/10/2021,RB Leipzig,Bochum,3,0,H,15,9,9,2,1.2,7.0,12.0,2021-22,Bundesliga,D1
03/10/2021,Mainz,Union Berlin,1,2,A,11,15,4,3,2.05,3.5,3.6,2021-22,Bundesliga,D1
03/10/2021,Bayern Munich,Ein Frankfurt,1,2,A,21,5,11,3,1.16,8.0,15.0,2021-22,Bundesliga,D1
03/10/2021,Bielefeld,Leverkusen,0,4,A,10,19,3,7,5.0,4.0,1.61,2021-22,Bundesliga,D1
15/10/2021,Hoffenheim,FC Koln,5,0,H,14,10,8,0,2.0,3.9,3.3,2021-22,Bundesliga,D1
16/10/2021,Dortmund,Mainz,3,1,H,11,5,5,2,1.4,5.0,7.5,2021-22,Bundesliga,D1
16/10/2021,Ein Frankfurt,Hertha,1,2,A,13,12,5,6,1.75,3.8,4.5,2021-22,Bundesliga,D1
16/10/2021,Freiburg,RB Leipzig,1,1,D,15,13,2,4,4.0,4.0,1.85,2021-22,Bundesliga,D1
16/10/2021,Greuther Furth,Bochum,0,1,A,12,9,3,2,2.37,3.5,2.9,2021-22,Bundesliga,D1
16/10/2021,Union Berlin,Wolfsburg,2,0,H,6,13,3,4,2.7,3.25,2.7,2021-22,Bundesliga,D1
16/10/2021,M'gladbach,Stuttgart,1,1,D,31,5,8,2,1.5,4.75,6.0,2021-22,Bundesliga,D1
17/10/2021,Leverkusen,Bayern Munich,1,5,A,7,27,4,11,4.75,4.6,1.6,2021-22,Bundesliga,D1
17/10/2021,Augsburg,Bielefeld,1,1,D,14,10,6,3,2.25,3.2,3.4,2021-22,Bundesliga,D1
22/10/2021,Mainz,Augsburg,4,1,H,19,6,8,2,1.61,3.8,5.75,2021-22,Bundesliga,D1
23/10/2021,Bayern Munich,Hoffenheim,4,0,H,15,9,7,2,1.14,9.0,15.0,2021-22,Bundesliga,D1
23/10/2021,Bielefeld,Dortmund,1,3,A,13,14,6,7,6.0,4.5,1.5,2021-22,Bundesliga,D1
23/10/2021,RB Leipzig,Greuther Furth,4,1,H,13,8,5,4,1.12,8.5,21.0,2021-22,Bundesliga,D1
23/10/2021,Wolfsburg,Freiburg,0,2,A,17,11,4,4,2.1,3.3,3.6,2021-22,Bundesliga,D1
23/10/2021,Hertha,M'gladbach,1,0,H,10,10,4,1,3.75,3.5,2.0,2021-22,Bundesliga,D1
24/10/2021,FC Koln,Leverkusen,2,2,D,17,9,5,6,3.3,3.8,2.05,2021-22,Bundesliga,D1
24/10/2021,Stuttgart,Union Berlin,1,1,D,8,11,2,3,2.37,3.5,2.9,2021-22,Bundesliga,D1
24/10/2021,Bochum,Ein Frankfurt,2,0,H,19,14,7,6,3.2,3.5,2.2,2021-22,Bundesliga,D1
29/10/2021,Hoffenheim,Hertha,2,0,H,14,5,3,2,1.66,4.0,4.75,2021-22,Bundesliga,D1
30/10/2021,Bielefeld,Mainz,1,2,A,15,16,7,6,3.75,3.5,2.0,2021-22,Bundesliga,D1
30/10/2021,Dortmund,FC Koln,2,0,H,7,19,4,6,1.45,5.0,6.0,2021-22,Bundesliga,D1
30/10/2021,Freiburg,Greuther Furth,3,1,H,12,8,5,4,1.36,5.0,8.0,2021-22,Bundesliga,D1
30/10/2021,Leverkusen,Wolfsburg,0,2,A,12,13,1,8,1.9,3.75,4.0,2021-22,Bundesliga,D1
30/10/2021,Union Berlin,Bayern Munich,2,5,A,9,14,6,6,9.0,5.75,1.3,2021-22,Bundesliga,D1
30/10/2021,Ein Frankfurt,RB Leipzig,1,1,D,12,15,3,7,4.2,4.0,1.75,2021-22,Bundesliga,D1
31/10/2021,Augsburg,Stuttgart,4,1,H,20,12,12,3,3.0,3.3,2.4,2021-22,Bundesliga,D1
31/10/2021,M'gladbach,Bochum,2,1,H,14,11,5,4,1.36,5.0,8.5,2021-22,Bundesliga,D1
05/11/2021,Mainz,M'gladbach,1,1,D,19,11,8,5,2.62,3.6,2.55,2021-22,Bundesliga,D1
06/11/2021,Bayern Munich,Freiburg,2,1,H,29,14,11,4,1.16,8.0,15.0,2021-22,Bundesliga,D1
06/11/2021,Bochum,Hoffenheim,2,0,H,14,9,4,1,3.8,3.8,1.9,2021-22,Bundesliga,D1
06/11/2021,Stuttgart,Bielefeld,0,1,A,9,15,4,2,1.8,3.8,4.33,2021-22,Bundesliga,D1
06/11/2021,Wolfsburg,Augsburg,1,0,H,9,13,4,3,1.5,4.2,6.5,2021-22,Bundesliga,D1
06/11/2021,RB Leipzig,Dortmund,2,1,H,15,9,7,3,1.9,3.8,3.8,2021-22,Bundesliga,D1
07/11/2021,Hertha,Leverkusen,1,1,D,15,8,5,3,3.5,3.75,2.0,2021-22,Bundesliga,D1
07/11/2021,FC Koln,Union Berlin,2,2,D,16,9,5,3,2.05,3.5,3.6,2021-22,Bundesliga,D1
07/11/2021,Greuther Furth,Ein Frankfurt,1,2,A,20,14,2,4,3.75,3.75,1.95,2021-22,Bundesliga,D1
19/11/2021,Augsburg,Bayern Munich,2,1,H,6,18,3,4,15.0,8.0,1.16,2021-22,Bundesliga,D1
20/11/2021,Bielefeld,Wolfsburg,2,2,D,10,13,3,5,4.2,3.5,1.9,2021-22,Bundesliga,D1
20/11/2021,Dortmund,Stuttgart,2,1,H,20,12,4,4,1.33,5.5,8.0,2021-22,Bundesliga,D1
20/11/2021,Hoffenheim,RB Leipzig,2,0,H,24,4,8,0,4.0,4.33,1.75,2021-22,Bundesliga,D1
20/11/2021,Leverkusen,Bochum,1,0,H,11,19,5,7,1.36,5.0,9.0,2021-22,Bundesliga,D1
20/11/2021,M'gladbach,Greuther Furth,4,0,H,19,4,11,2,1.28,6.0,10.0,2021-22,Bundesliga,D1
20/11/2021,Union Berlin,Hertha,2,0,H,16,6,5,3,2.0,3.5,3.8,2021-22,Bundesliga,D1
21/11/2021,Freiburg,Ein Frankfurt,0,2,A,20,13,6,7,2.0,3.6,3.6,2021-22,Bundesliga,D1
21/11/2021,Mainz,FC Koln,1,1,D,11,12,2,6,2.1,3.6,3.4,2021-22,Bundesliga,D1
26/11/2021,Stuttgart,Mainz,2,1,H,8,18,3,5,2.9,3.3,2.45,2021-22,Bundesliga,D1
27/11/2021,Bochum,Freiburg,2,1,H,13,22,5,11,3.2,3.4,2.25,2021-22,Bundesliga,D1
27/11/2021,FC Koln,M'gladbach,4,1,H,15,15,9,5,2.7,3.8,2.37,2021-22,Bundesliga,D1
27/11/2021,Greuther Furth,Hoffenheim,3,6,A,14,20,7,11,4.75,4.33,1.65,2021-22,Bundesliga,D1
27/11/2021,Hertha,Augsburg,1,1,D,10,20,4,7,2.05,3.25,3.8,2021-22,Bundesliga,D1
27/11/2021,Wolfsburg,Dortmund,1,3,A,15,16,7,8,2.9,3.5,2.37,2021-22,Bundesliga,D1
27/11/2021,Bayern Munich,Bielefeld,1,0,H,23,8,9,0,1.07,12.0,27.0,2021-22,Bundesliga,D1
28/11/2021,Ein Frankfurt,Union Berlin,2,1,H,17,7,4,4,2.3,3.5,3.0,2021-22,Bundesliga,D1
28/11/2021,RB Leipzig,Leverkusen,1,3,A,14,11,3,4,1.85,4.0,3.8,2021-22,Bundesliga,D1
03/12/2021,Union Berlin,RB Leipzig,2,1,H,14,11,5,2,3.5,3.7,2.0,2021-22,Bundesliga,D1
04/12/2021,Augsburg,Bochum,2,3,A,16,12,7,6,2.3,3.4,3.1,2021-22,Bundesliga,D1
04/12/2021,Bielefeld,FC Koln,1,1,D,18,9,5,3,3.4,3.5,2.1,2021-22,Bundesliga,D1
04/12/2021,Hoffenheim,Ein Frankfurt,3,2,H,8,17,4,2,1.9,3.8,3.75,2021-22,Bundesliga,D1
04/12/2021,Leverkusen,Greuther Furth,7,1,H,13,8,8,3,1.22,6.5,12.0,2021-22,Bundesliga,D1
04/12/2021,Mainz,Wolfsburg,3,0,H,12,16,5,0,2.5,3.3,2.87,2021-22,Bundesliga,D1
04/12/2021,Dortmund,Bayern Munich,2,3,A,11,16,4,6,4.0,4.33,1.75,2021-22,Bundesliga,D1
05/12/2021,Stuttgart,Hertha,2,2,D,10,15,3,8,2.2,3.4,3.3,2021-22,Bundesliga,D1
05/12/2021,M'gladbach,Freiburg,0,6,A,19,15,3,8,1.83,3.75,4.2,2021-22,Bundesliga,D1
10/12/2021,FC Koln,Augsburg,0,2,A,14,12,4,4,1.65,4.0,5.0,2021-22,Bundesliga,D1
11/12/2021,Bayern Munich,Mainz,2,1,H,21,9,7,4,1.2,7.5,12.0,2021-22,Bundesliga,D1
11/12/2021,Bochum,Dortmund,1,1,D,4,23,3,8,6.0,4.5,1.5,2021-22,Bundesliga,D1
11/12/2021,Freiburg,Hoffenheim,1,2,A,14,14,6,8,2.3,3.5,3.0,2021-22,Bundesliga,D1
11/12/2021,Hertha,Bielefeld,2,0,H,18,9,9,1,2.0,3.3,4.0,2021-22,Bundesliga,D1
11/12/2021,RB Leipzig,M'gladbach,4,1,H,19,12,10,4,1.75,4.2,4.2,2021-22,Bundesliga,D1
11/12/2021,Wolfsburg,Stuttgart,0,2,A,19,12,3,3,1.8,3.75,4.33,2021-22,Bundesliga,D1
12/12/2021,Greuther Furth,Union Berlin,1,0,H,5,14,3,4,4.75,4.0,1.7,2021-22,Bundesliga,D1
12/12/2021,Ein Frankfurt,Leverkusen,5,2,H,15,11,7,4,3.2,3.8,2.1,2021-22,Bundesliga,D1
14/12/2021,Stuttgart,Bayern Munich,0,5,A,13,25,1,12,9.0,6.0,1.28,2021-22,Bundesliga,D1
14/12/2021,Bielefeld,Bochum,2,0,H,13,5,4,3,2.3,3.4,3.1,2021-22,Bundesliga,D1
14/12/2021,Mainz,Hertha,4,0,H,21,7,11,1,1.9,3.5,4.2,2021-22,Bundesliga,D1
14/12/2021,Wolfsburg,FC Koln,2,3,A,19,19,5,6,2.1,3.5,3.4,2021-22,Bundesliga,D1
15/12/2021,M'gladbach,Ein Frankfurt,2,3,A,19,12,8,5,1.95,3.8,3.6,2021-22,Bundesliga,D1
15/12/2021,Augsburg,RB Leipzig,1,1,D,9,13,2,4,6.5,4.75,1.45,2021-22,Bundesliga,D1
15/12/2021,Dortmund,Greuther Furth,3,0,H,12,7,5,1,1.1,10.0,21.0,2021-22,Bundesliga,D1
15/12/2021,Leverkusen,Hoffenheim,2,2,D,17,14,9,6,1.8,4.0,4.0,2021-22,Bundesliga,D1
15/12/2021,Union Berlin,Freiburg,0,0,D,18,8,5,2,2.4,3.4,2.9,2021-22,Bundesliga,D1
17/12/2021,Bayern Munich,Wolfsburg,4,0,H,24,7,9,2,1.18,8.0,13.0,2021-22,Bundesliga,D1
18/12/2021,Bochum,Union Berlin,0,1,A,13,9,3,3,2.9,3.4,2.37,2021-22,Bundesliga,D1
18/12/2021,Ein Frankfurt,Mainz,1,0,H,13,11,4,5,2.25,3.5,3.0,2021-22,Bundesliga,D1
18/12/2021,Greuther Furth,Augsburg,0,0,D,4,14,1,5,2.9,3.4,2.37,2021-22,Bundesliga,D1
18/12/2021,Hoffenheim,M'gladbach,1,1,D,21,11,8,5,1.95,3.8,3.5,2021-22,Bundesliga,D1
18/12/2021,RB Leipzig,Bielefeld,0,2,A,15,4,4,4,1.2,7.0,13.0,2021-22,Bundesliga,D1
18/12/2021,Hertha,Dortmund,3,2,H,14,9,5,3,5.25,4.33,1.57,2021-22,Bundesliga,D1
19/12/2021,Freiburg,Leverkusen,2,1,H,14,6,6,4,2.75,3.5,2.45,2021-22,Bundesliga,D1
19/12/2021,FC Koln,Stuttgart,1,0,H,8,6,2,2,1.9,3.9,3.6,2021-22,Bundesliga,D1
07/01/2022,Bayern Munich,M'gladbach,1,2,A,19,9,8,3,1.33,5.75,8.0,2021-22,Bundesliga,D1
08/01/2022,Freiburg,Bielefeld,2,2,D,18,15,6,5,1.6,4.0,5.75,2021-22,Bundesliga,D1
08/01/2022,Greuther Furth,Stuttgart,0,0,D,10,18,3,3,3.75,3.6,1.95,2021-22,Bundesliga,D1
08/01/2022,Hoffenheim,Augsburg,3,1,H,12,9,5,4,1.53,4.33,5.75,2021-22,Bundesliga,D1
08/01/2022,Leverkusen,Union Berlin,2,2,D,17,17,8,7,1.8,3.8,4.2,2021-22,Bundesliga,D1
08/01/2022,RB Leipzig,Mainz,4,1,H,16,2,8,1,1.8,3.75,4.33,2021-22,Bundesliga,D1
08/01/2022,Ein Frankfurt,Dortmund,2,3,A,12,21,5,8,3.5,3.9,1.95,2021-22,Bundesliga,D1
09/01/2022,Hertha,FC Koln,1,3,A,10,14,5,8,2.75,3.5,2.5,2021-22,Bundesliga,D1
09/01/2022,Bochum,Wolfsburg,1,0,H,12,12,3,4,3.5,3.4,2.1,2021-22,Bundesliga,D1
14/01/2022,Dortmund,Freiburg,5,1,H,20,4,8,4,1.44,5.0,5.75,2021-22,Bundesliga,D1
15/01/2022,FC Koln,Bayern Munich,0,4,A,11,19,3,9,8.0,5.75,1.33,2021-22,Bundesliga,D1
15/01/2022,Mainz,Bochum,1,0,H,20,12,5,3,1.65,3.75,5.5,2021-22,Bundesliga,D1
15/01/2022,Stuttgart,RB Leipzig,0,2,A,16,7,10,3,6.0,4.0,1.57,2021-22,Bundesliga,D1
15/01/2022,Union Berlin,Hoffenheim,2,1,H,6,12,3,5,2.87,3.5,2.4,2021-22,Bundesliga,D1
15/01/2022,Wolfsburg,Hertha,0,0,D,7,6,3,2,1.95,3.6,3.8,2021-22,Bundesliga,D1
15/01/2022,M'gladbach,Leverkusen,1,2,A,16,29,6,13,2.55,3.8,2.45,2021-22,Bundesliga,D1
16/01/2022,Augsburg,Ein Frankfurt,1,1,D,12,14,5,4,3.3,3.5,2.15,2021-22,Bundesliga,D1
16/01/2022,Bielefeld,Greuther Furth,2,2,D,13,6,5,3,1.95,3.6,4.0,2021-22,Bundesliga,D1
21/01/2022,Ein Frankfurt,Bielefeld,0,2,A,17,8,7,5,1.75,3.75,4.75,2021-22,Bundesliga,D1
22/01/2022,Freiburg,Stuttgart,2,0,H,16,7,4,1,1.9,3.6,4.0,2021-22,Bundesliga,D1
22/01/2022,Greuther Furth,Mainz,2,1,H,11,16,7,4,5.0,3.6,1.75,2021-22,Bundesliga,D1
22/01/2022,Hoffenheim,Dortmund,2,3,A,14,3,2,2,3.0,4.0,2.1,2021-22,Bundesliga,D1
22/01/2022,Leverkusen,Augsburg,5,1,H,22,14,12,5,1.44,4.5,7.0,2021-22,Bundesliga,D1
22/01/2022,M'gladbach,Union Berlin,1,2,A,12,6,5,3,2.15,3.6,3.2,2021-22,Bundesliga,D1
22/01/2022,Bochum,FC Koln,2,2,D,17,7,7,3,3.2,3.4,2.25,2021-22,Bundesliga,D1
23/01/2022,RB Leipzig,Wolfsburg,2,0,H,12,9,4,3,1.53,4.33,6.0,2021-22,Bundesliga,D1
23/01/2022,Hertha,Bayern Munich,1,4,A,5,29,2,20,11.0,6.5,1.2,2021-22,Bundesliga,D1
04/02/2022,Hertha,Bochum,1,1,D,13,9,2,4,2.15,3.6,3.25,2021-22,Bundesliga,D1
05/02/2022,Augsburg,Union Berlin,2,0,H,14,14,9,4,2.75,3.3,2.6,2021-22,Bundesliga,D1
05/02/2022,Bielefeld,M'gladbach,1,1,D,10,22,5,4,3.4,3.6,2.1,2021-22,Bundesliga,D1
05/02/2022,FC Koln,Freiburg,1,0,H,14,18,3,2,2.3,3.5,3.0,2021-22,Bundesliga,D1
05/02/2022,Mainz,Hoffenheim,2,0,H,9,12,4,2,2.6,3.4,2.7,2021-22,Bundesliga,D1
05/02/2022,Stuttgart,Ein Frankfurt,2,3,A,15,15,6,6,2.7,3.4,2.62,2021-22,Bundesliga,D1
05/02/2022,Bayern Munich,RB Leipzig,3,2,H,25,13,8,7,1.4,5.5,6.0,2021-22,Bundesliga,D1
06/02/2022,Dortmund,Leverkusen,2,5,A,14,10,6,7,1.95,4.2,3.3,2021-22,Bundesliga,D1
06/02/2022,Wolfsburg,Greuther Furth,4,1,H,11,8,6,4,1.57,3.8,6.0,2021-22,Bundesliga,D1
11/02/2022,RB Leipzig,FC Koln,3,1,H,6,9,4,2,1.44,4.75,7.0,2021-22,Bundesliga,D1
12/02/2022,Bochum,Bayern Munich,4,2,H,12,22,7,4,10.0,7.5,1.22,2021-22,Bundesliga,D1
12/02/2022,Ein Frankfurt,Wolfsburg,0,2,A,16,11,2,3,2.2,3.6,3.2,2021-22,Bundesliga,D1
12/02/2022,Freiburg,Mainz,1,1,D,16,20,5,5,2.15,3.3,3.5,2021-22,Bundesliga,D1
12/02/2022,Greuther Furth,Hertha,2,1,H,19,24,10,8,3.0,3.25,2.45,2021-22,Bundesliga,D1
12/02/2022,M'gladbach,Augsburg,3,2,H,14,14,5,8,1.65,4.33,4.75,2021-22,Bundesliga,D1
12/02/2022,Leverkusen,Stuttgart,4,2,H,20,8,6,5,1.4,4.75,7.0,2021-22,Bundesliga,D1
13/02/2022,Union Berlin,Dortmund,0,3,A,12,10,2,6,4.0,3.75,1.83,2021-22,Bundesliga,D1
13/02/2022,Hoffenheim,Bielefeld,2,0,H,25,8,9,4,1.5,4.33,5.75,2021-22,Bundesliga,D1
18/02/2022,Mainz,Leverkusen,3,2,H,17,8,5,6,3.1,3.75,2.15,2021-22,Bundesliga,D1
19/02/2022,Augsburg,Freiburg,1,2,A,18,15,4,5,3.1,3.4,2.3,2021-22,Bundesliga,D1
19/02/2022,Bielefeld,Union Berlin,1,0,H,11,11,3,4,3.0,3.25,2.45,2021-22,Bundesliga,D1
19/02/2022,Stuttgart,Bochum,1,1,D,15,13,7,5,2.2,3.4,3.3,2021-22,Bundesliga,D1
19/02/2022,Wolfsburg,Hoffenheim,1,2,A,14,10,6,4,2.7,3.5,2.55,2021-22,Bundesliga,D1
19/02/2022,FC Koln,Ein Frankfurt,1,0,H,13,10,8,2,2.25,3.5,3.1,2021-22,Bundesliga,D1
20/02/2022,Bayern Munich,Greuther Furth,4,1,H,22,8,8,3,1.07,13.0,26.0,2021-22,Bundesliga,D1
20/02/2022,Dortmund,M'gladbach,6,0,H,16,8,10,5,1.6,4.2,5.25,2021-22,Bundesliga,D1
20/02/2022,Hertha,RB Leipzig,1,6,A,8,16,4,10,6.5,4.2,1.53,2021-22,Bundesliga,D1
25/02/2022,Hoffenheim,Stuttgart,2,1,H,19,13,7,4,1.5,4.5,5.75,2021-22,Bundesliga,D1
26/02/2022,Freiburg,Hertha,3,0,H,16,17,5,2,1.55,4.33,5.5,2021-22,Bundesliga,D1
26/02/2022,Greuther Furth,FC Koln,1,1,D,13,17,5,5,3.6,3.6,2.0,2021-22,Bundesliga,D1
26/02/2022,Leverkusen,Bielefeld,3,0,H,21,8,9,3,1.36,5.25,8.0,2021-22,Bundesliga,D1
26/02/2022,M'gladbach,Wolfsburg,2,2,D,23,6,11,3,2.0,3.4,3.75,2021-22,Bundesliga,D1
26/02/2022,Union Berlin,Mainz,3,1,H,7,14,3,1,2.6,3.3,2.75,2021-22,Bundesliga,D1
26/02/2022,Ein Frankfurt,Bayern Munich,0,1,A,7,20,2,9,6.0,5.0,1.44,2021-22,Bundesliga,D1
27/02/2022,Bochum,RB Leipzig,0,1,A,13,6,2,1,5.0,4.0,1.65,2021-22,Bundesliga,D1
27/02/2022,Augsburg,Dortmund,1,1,D,8,11,3,7,5.0,4.33,1.61,2021-22,Bundesliga,D1
04/03/2022,Bielefeld,Augsburg,0,1,A,6,7,1,1,2.5,3.25,2.9,2021-22,Bundesliga,D1
05/03/2022,Bayern Munich,Leverkusen,1,1,D,20,9,6,2,1.4,5.75,6.0,2021-22,Bundesliga,D1
05/03/2022,Bochum,Greuther Furth,2,1,H,15,9,9,2,1.72,3.75,4.75,2021-22,Bundesliga,D1
05/03/2022,Hertha,Ein Frankfurt,1,4,A,10,12,4,6,3.3,3.4,2.15,2021-22,Bundesliga,D1
05/03/2022,RB Leipzig,Freiburg,1,1,D,14,4,5,3,1.61,4.2,5.25,2021-22,Bundesliga,D1
05/03/2022,Wolfsburg,Union Berlin,1,0,H,9,17,3,5,2.2,3.2,3.5,2021-22,Bundesliga,D1
05/03/2022,Stuttgart,M'gladbach,3,2,H,18,9,7,3,3.1,3.6,2.15,2021-22,Bundesliga,D1
06/03/2022,FC Koln,Hoffenheim,0,1,A,10,13,3,3,2.62,3.6,2.55,2021-22,Bundesliga,D1
12/03/2022,Freiburg,Wolfsburg,3,2,H,16,11,8,5,2.1,3.5,3.4,2021-22,Bundesliga,D1
12/03/2022,Hoffenheim,Bayern Munich,1,1,D,9,18,6,8,4.75,4.75,1.55,2021-22,Bundesliga,D1
12/03/2022,Union Berlin,Stuttgart,1,1,D,11,11,3,3,2.1,3.5,3.5,2021-22,Bundesliga,D1
12/03/2022,M'gladbach,Hertha,2,0,H,12,12,5,3,1.57,4.33,5.25,2021-22,Bundesliga,D1
13/03/2022,Leverkusen,FC Koln,0,1,A,15,6,3,3,1.61,4.2,5.25,2021-22,Bundesliga,D1
13/03/2022,Dortmund,Bielefeld,1,0,H,20,11,3,4,1.28,6.0,10.0,2021-22,Bundesliga,D1
13/03/2022,Ein Frankfurt,Bochum,2,1,H,14,8,3,4,1.9,3.5,4.2,2021-22,Bundesliga,D1
13/03/2022,Greuther Furth,RB Leipzig,1,6,A,7,12,1,7,8.5,5.0,1.36,2021-22,Bundesliga,D1
16/03/2022,Mainz,Dortmund,0,1,A,10,11,1,4,4.0,3.8,1.85,2021-22,Bundesliga,D1
18/03/2022,Bochum,M'gladbach,0,2,A,15,8,7,5,2.8,3.6,2.37,2021-22,Bundesliga,D1
19/03/2022,Greuther Furth,Freiburg,0,0,D,8,13,1,3,4.75,4.0,1.7,2021-22,Bundesliga,D1
19/03/2022,Hertha,Hoffenheim,3,0,H,13,8,6,0,4.2,4.2,1.72,2021-22,Bundesliga,D1
19/03/2022,Mainz,Bielefeld,4,0,H,14,6,6,0,1.6,3.75,6.0,2021-22,Bundesliga,D1
19/03/2022,Stuttgart,Augsburg,3,2,H,24,10,9,4,2.0,3.6,3.6,2021-22,Bundesliga,D1
19/03/2022,Bayern Munich,Union Berlin,4,0,H,16,9,7,4,1.16,8.0,13.0,2021-22,Bundesliga,D1
20/03/2022,RB Leipzig,Ein Frankfurt,0,0,D,14,5,7,0,1.44,4.5,7.5,2021-22,Bundesliga,D1
20/03/2022,Wolfsburg,Leverkusen,0,2,A,18,17,4,7,3.0,3.4,2.3,2021-22,Bundesliga,D1
20/03/2022,FC Koln,Dortmund,1,1,D,10,9,1,3,3.5,3.75,2.0,2021-22,Bundesliga,D1
01/04/2022,Union Berlin,FC Koln,1,0,H,13,6,5,1,2.25,3.3,3.3,2021-22,Bundesliga,D1
02/04/2022,Bielefeld,Stuttgart,1,1,D,10,14,4,4,3.0,3.4,2.35,2021-22,Bundesliga,D1
02/04/2022,Ein Frankfurt,Greuther Furth,0,0,D,20,4,6,2,1.44,4.75,6.5,2021-22,Bundesliga,D1
02/04/2022,Freiburg,Bayern Munich,1,4,A,8,21,3,11,5.5,4.75,1.5,2021-22,Bundesliga,D1
02/04/2022,Hoffenheim,Bochum,1,2,A,14,20,7,6,1.5,4.33,6.5,2021-22,Bundesliga,D1
02/04/2022,Leverkusen,Hertha,2,1,H,18,7,7,4,1.4,5.25,6.0,2021-22,Bundesliga,D1
02/04/2022,Dortmund,RB Leipzig,1,4,A,10,11,2,5,2.5,3.6,2.62,2021-22,Bundesliga,D1
03/04/2022,Augsburg,Wolfsburg,3,0,H,13,17,5,5,2.8,3.4,2.5,2021-22,Bundesliga,D1
03/04/2022,M'gladbach,Mainz,1,1,D,17,22,8,10,2.25,3.4,3.2,2021-22,Bundesliga,D1
06/04/2022,Augsburg,Mainz,2,1,H,14,17,4,3,3.3,3.3,2.25,2021-22,Bundesliga,D1
08/04/2022,Stuttgart,Dortmund,0,2,A,13,10,2,4,3.9,4.1,1.8,2021-22,Bundesliga,D1
09/04/2022,Bayern Munich,Augsburg,1,0,H,13,6,4,1,1.11,10.0,19.0,2021-22,Bundesliga,D1
09/04/2022,FC Koln,Mainz,3,2,H,13,9,5,6,2.45,3.4,2.9,2021-22,Bundesliga,D1
09/04/2022,Greuther Furth,M'gladbach,0,2,A,10,18,1,7,4.75,4.0,1.7,2021-22,Bundesliga,D1
09/04/2022,Wolfsburg,Bielefeld,4,0,H,11,6,6,3,1.66,3.8,5.25,2021-22,Bundesliga,D1
09/04/2022,Hertha,Union Berlin,1,4,A,12,17,3,13,2.87,3.2,2.6,2021-22,Bundesliga,D1
10/04/2022,Bochum,Leverkusen,0,0,D,11,9,2,2,4.0,4.2,1.8,2021-22,Bundesliga,D1
10/04/2022,Ein Frankfurt,Freiburg,1,2,A,17,12,5,4,2.4,3.4,2.9,2021-22,Bundesliga,D1
10/04/2022,RB Leipzig,Hoffenheim,3,0,H,11,4,4,0,1.5,4.75,6.0,2021-22,Bundesliga,D1
16/04/2022,Augsburg,Hertha,0,1,A,13,11,2,1,1.9,3.5,4.2,2021-22,Bundesliga,D1
16/04/2022,Dortmund,Wolfsburg,6,1,H,12,9,8,4,1.53,4.33,5.75,2021-22,Bundesliga,D1
16/04/2022,Freiburg,Bochum,3,0,H,14,10,8,2,1.65,4.0,5.25,2021-22,Bundesliga,D1
16/04/2022,Mainz,Stuttgart,0,0,D,9,6,0,3,2.05,3.5,3.6,2021-22,Bundesliga,D1
16/04/2022,M'gladbach,FC Koln,1,3,A,18,17,4,6,2.05,3.6,3.5,2021-22,Bundesliga,D1
17/04/2022,Bielefeld,Bayern Munich,0,3,A,8,24,3,9,13.0,7.5,1.18,2021-22,Bundesliga,D1
17/04/2022,Hoffenheim,Greuther Furth,0,0,D,16,7,3,1,1.28,6.5,9.0,2021-22,Bundesliga,D1
17/04/2022,Union Berlin,Ein Frankfurt,2,0,H,14,10,4,3,2.15,3.4,3.4,2021-22,Bundesliga,D1
17/04/2022,Leverkusen,RB Leipzig,0,1,A,12,4,4,1,3.0,3.6,2.3,2021-22,Bundesliga,D1
22/04/2022,Wolfsburg,Mainz,5,0,H,15,5,7,3,2.3,3.4,3.1,2021-22,Bundesliga,D1
23/04/2022,Ein Frankfurt,Hoffenheim,2,2,D,17,11,7,4,2.55,3.6,2.62,2021-22,Bundesliga,D1
23/04/2022,FC Koln,Bielefeld,3,1,H,19,16,6,4,1.53,4.2,6.5,2021-22,Bundesliga,D1
23/04/2022,Freiburg,M'gladbach,3,3,D,19,7,8,4,1.83,4.0,4.0,2021-22,Bundesliga,D1
23/04/2022,Greuther Furth,Leverkusen,1,4,A,9,10,4,5,8.5,5.25,1.33,2021-22,Bundesliga,D1
23/04/2022,RB Leipzig,Union Berlin,1,2,A,5,12,1,4,1.55,4.0,6.5,2021-22,Bundesliga,D1
23/04/2022,Bayern Munich,Dortmund,3,1,H,13,7,6,3,1.36,5.75,7.0,2021-22,Bundesliga,D1
24/04/2022,Bochum,Augsburg,0,2,A,18,12,3,4,2.25,3.2,3.5,2021-22,Bundesliga,D1
24/04/2022,Hertha,Stuttgart,2,0,H,7,12,2,5,3.1,3.3,2.3,2021-22,Bundesliga,D1
29/04/2022,Union Berlin,Greuther Furth,1,1,D,6,7,3,2,1.28,5.25,13.0,2021-22,Bundesliga,D1
30/04/2022,Augsburg,FC Koln,1,4,A,14,18,5,8,2.8,3.25,2.6,2021-22,Bundesliga,D1
